Category,Name,Net weight,Price
"Bakery","McCormick Cinnamon Sticks | 13g","13",29
"Bakery","Jack & Jill Cream O Cake Bar Vanilla | 40g 10pcs","40",94.5
"Bakery","Cadbury Shots | 35.2g","35.2",25
"Bakery","Hersheys Dark Salted Caramel | 40g","40",56.5
"Bakery","Hersheys Dark Rich Coffee | 40g","40",56.5
"Bakery","Marby Pizza Crust Large | 150g","150",124.75
"Bakery","Tiffany Choco Mamon | 120g 2pcs","120",53
"Bakery","Tiffany Red Mongo Hopia Hapon | 130g","130",45
"Bakery","SM Bonus Buns Regular Hotdog | 360g 8pcs","360",47
"Bakery","Uncle George Hamburger Bun | 360g","360",54
"Bakery","Marby Pimiento Cheesy Sticks | 25pcs","25",117
"Bakery","Tiffany Pandesal | 350g","350",52
"Bakery","Tiffany Mocha Mamon | 120g 2pcs","120",53
"Bakery","Tiffany Ube Hopia Hapon | 130g","130",45
"Bakery","Tiffany Mongo Hopia Hapon | 130g","130",45
"Bakery","Tiffany Dice Hopia | 140g","140",56
"Bakery","Marby Hotdog Buns | 300g","300",55
"Bakery","Bambi Molo Wrapper 3.5X3.5 | 300g","300",43
"Bakery","Bambi Molo Wrapper 3X3 | 200g","200",32.5
"Bakery","Bambi Mexican Tortillas | 300g 12pcs","300",80.5
"Bakery","Bambi Whole Wheat Tortillas Small | 12pcs","12",109.5
"Bakery","Bambi Pizza Crust Big Thin | 300g 2pcs","300",57.5
"Bakery","Bambi Pizza Crust Big | 320g 2pcs","320",57.5
"Bakery","Bambi Pizza Pie Mushroom With Olives | 320g","320",173.5
"Bakery","Bambi Pizza Pie Ham With Bacon | 320g","320",173.5
"Bakery","Gardenia Choco Muffin | 45g","45",24
"Bakery","Gardenia Blueberry Muffin | 45g","45",24
"Bakery","Gardenia Banana Choco Muffin | 45g","45",24
"Bakery","Gardenia Ube Filled Buns | 80g","80",19.5
"Bakery","Gardenia Double Delights Strawberry & Blueberry Loaf | 400g","400",88
"Bakery","Marby Buns Reg Hamburger With Sesame | 300g","300",55
"Bakery","Maya Brownies | 1kg","1",234.5
"Bakery","Maya Banana Cake | 1kg","1",159.5
"Bakery","Maya Hotcake Mixes | 1kg","1",129.5
"Bakery","Mr. Hat Gulaman Flvrd Glatin Coffee | 25g","25",15.5
"Bakery","Arawan Finest Rice Flour | 500g","500",46.5
"Bakery","Arawan Glutinous Rice Flour | 500g","500",59.5
"Bakery","McCormick Mocha Flavor | 20ml","20",54.5
"Bakery","McCormick Clear Vanilla Flavor | 20ml","20",54.5
"Bakery","McCormick Butter Flavor | 20ml","20",54.5
"Bakery","McCormick Peppermint Flavor | 20ml","20",49.5
"Bakery","Maya Think Heart With Oatmeal Pancake Mix | 200g","200",47.5
"Bakery","DLA Ube Filling & Toppings | 630g","630",309.5
"Bakery","DLA Lafruta Apple 50% | 610g","610",194.5
"Bakery","Dutche White Choco Chips | 100g","100",44.5
"Bakery","Dutche Choco Chips | 100g","100",44.5
"Bakery","Don Frank Flavored Grass Jelly | 24g","24",15.5
"Bakery","Don Frank Coffee Jelly | 24g","24",17.5
"Bakery","Regent Mochi Buko Pandan | 240g","240",79.95
"Bakery","SM Bonus Gulaman Powder Buko Pandan | 25g","25",13.5
"Bakery","SM Bonus Gulaman Powder Black | 25g","25",13.5
"Bakery","SM Bonus Gulaman Powder Clear | 25g","25",13.5
"Bakery","SM Bonus Gulaman Powder Green | 25g","25",13.5
"Bakery","SM Bonus Gulaman Powder Red | 25g","25",13.5
"Bakery","Marby Siopao Bola Bola | 10pcs","10",234
"Bakery","Monde Wheat Bread | 400g","400",70.5
"Bakery","Super Delights Ube Bites | 180g","180",75
"Bakery","Lemon Square Lava Cake Strawberry Cheese | 38g 10pcs","38",111.5
"Bakery","Polar Bear Glutinous Rice Flour | 500g","500",66.5
"Bakery","Regent Mochi Wintermelon Milktea | 240g","240",79.95
"Bakery","Fuwa Fuwa Whole Wheat Loaf | 340g","340",83
"Bakery","Fuwa Fuwa Choco Bun | 72g","72",45
"Bakery","Fuwa Fuwa Custard Bun | 70g","70",45
"Bakery","Fuwa Fuwa Red Bean With Vanilla Cream Bun | 90g","90",45
"Bakery","Fuwa Fuwa Sweet Cream Cheese Bun | 72g","72",45
"Bakery","Fuwa Fuwa Everyday Japan Tasty | 366g","366",59.5
"Bakery","Auntys Panalo Pork Siomai | 1kg 60pcs","1",165
"Bakery","My San Graham Crushed | 1kg","1",232.5
"Bakery","Bake King All Purpose Flour | 1000g","1000",104.5
"Bakery","Monde Milk Bread | 400g","400",77
"Bakery","Monde Milk Bread | 600g","600",98
"Bakery","Jimcu Lumpia Wrapper | 210g","210",39
"Bakery","Clara Ole Sugar Free Maple Syrup | 355ml","355",149.5
"Bakery","Regent Japanese Chokoreto Cake 34g 10pcs","34",104.5
"Bakery","Regent Japanese Banana Cake 34g 10pcs","34",104.5
"Bakery","Angelina Super Loaf | 640g","640",57.5
"Bakery","NVU Sago (T) | 200g-250g","200",10.5
"Bakery","Markenburg Mallows Fondant Regular | 1kg","1",300
"Bakery","La Fruta 50% Blueberry | 610g","610",354.5
"Bakery","La Fruta 50% Strawberry | 610g","610",239.5
"Bakery","Hersheys Syrup | 309g","309",137.5
"Bakery","Suncrest Dowee Donut Delectables Chocomallow | 360g","360",134.5
"Bakery","Suncrest Dowee Donut Delectables Purple Yam | 360g","360",134.5
"Bakery","Cream Cornstarch | 1kg","1",119.5
"Bakery","Suncrest Cupp Keyk Coco Ube | 33g 10pcs","33",76.5
"Bakery","Suncrest Cupp Keyk Nutty Choco | 33g 10pcs","33",76.5
"Bakery","Suncrest Cupp Keyk Cheezy Cheese | 33g 10pcs","33",76.5
"Bakery","Super D Butterscotch | 14g 20pcs","14",99.95
"Bakery","Super D Butterscotch | 180g","180",59.5
"Bakery","Ferna Baking Soda | 500g","500",59.5
"Bakery","Cream All Purpose Flour | 200g","200",36
"Bakery","Cream Cornstarch | 200g","200",28.5
"Bakery","Don Frank Unflavored Red | 24g","24",15.5
"Bakery","Don Frank Unflavored Green | 24g","24",15.5
"Bakery","Hersheys Strawberry Syrup | 623g","623",309.5
"Bakery","J&J Dewberry Yogurt Cake Mango N Yogurt | 25g 10pcs","25",91.5
"Bakery","Ellie All Purpose Flour | 500g","500",49.5
"Bakery","SM Bonus Molo Wrapper Med | 200g","200",28.5
"Bakery","Growers Raw Cashew Bits | 100g","100",104.5
"Bakery","Beryl's Dark Chocolate | 200g","200",94.5
"Bakery","Beryl's White Chocolate | 200g","200",94.5
"Bakery","Beryl's Milk Chocolate | 200g","200",94.5
"Bakery","Growers Raw Walnuts Chopped | 70g","70",104.5
"Bakery","Regent Japanese Cheesecake | 34g 10pcs","34",104.5
"Bakery","Regent japanese Ube Cake | 34g 10pcs","34",104.5
"Bakery","Suncrest Whoopie Mrshmllw Cake | 32g 10pcs","32",107.5
"Bakery","Maya Butterscotch Brownie Mix | 500g","500",94.5
"Bakery","Jack N Jill Cream O Cake Bar | 37g 10pcs","37",94.5
"Bakery","Quake Overload White Choco | 30g 10pcs","30",94.5
"Bakery","Regent Mochi Green Tea | 240g","240",79.95
"Bakery","Regent Mochi Mango Rice Cake | 240g 6pcs","240",79.95
"Bakery","Super D Browniescoth | 14g 20pcs","14",99.95
"Bakery","Super Delights Brownie Bites | 14g 20pcs","14",99.95
"Bakery","Sarap Pinoy Ginataang Bilo Bilo Mix | 200g","200",94.5
"Bakery","Sarap Pinoy Bibinka Mix | 320g","320",87.5
"Bakery","Sarap Pinoy Puto Mix | 400g","400",87.5
"Bakery","Sarap Pinoy Maja Blanca Mix | 185g","185",74.5
"Bakery","Dutche Tablea Pure | 100g","100",76.5
"Bakery","Growers Raw Sunflower Kernels | 100g","100",60.95
"Bakery","Super D Browniescotch | 180g","180",59.5
"Bakery","Super D Brownies | 200g","200",75
"Bakery","Polar Bear Tapioca Cassava Strch | 500g","500",56.5
"Bakery","SM Bonus Grass Jelly | 540g","540",49.5
"Bakery","Queen Baking Soda | 500g","500",61.5
"Bakery","Dutche Belgian Chocolate Fondue | 1kg","1",489.5
"Bakery","Dutche Pure Alkalized Cocoa Powder | 1kg","1",529.5
"Bakery","J&Y White Choco Chip | 100g","100",36.5
"Bakery","Queen Baking Powder | 200g","200",48.95
"Bakery","Dutche Alkalized Cocoa Powder | 70g","70",49.5
"Bakery","Sarap Pinoy Kutsinta Mix | 185g","185",47.5
"Bakery","Dutche Premium Chocolate Fondue | 1kg","1",399.5
"Bakery","Beryl's Chocolate Chips | 1kg","1",349.5
"Bakery","Beryl's 8% Milk Chocolate Compound | 1kg","1",356.5
"Bakery","Beryl's 24% White Chocolate Compound | 1kg","1",349.5
"Bakery","Beryl's 19% Dark | 1kg","1",326.5
"Bakery","Queen All Purpose Flour | 200g","200",34.5
"Bakery","Dutche Chocolate Fudge | 1kg","1",399.5
"Bakery","Dutche Chocolate Dip | 1kg","1",300
"Bakery","Sunbest Fillings &Toppings Bluebrry | 595g","595",264.5
"Bakery","Dutche Vanilla Fondue | 1kg","1",300
"Bakery","Queen Corn Starch | 200g","200",27.5
"Bakery","Dutche Unsweetened Choco Bar | 500g","500",246.5
"Bakery","Queens Baking Powder | 100g","100",26.75
"Bakery","Dutche Pure Alkalized Cocoa Powder | 500g","500",274.5
"Bakery","Decadence Devils Food Cake | 550g","550",226.5
"Bakery","Sarap Pinoy Sapin Sapin Mix | 460g","460",209.5
"Bakery","Dutche Alkalized Cocoa Powder | 375g","375",199.5
"Bakery","Goya Choco Caramel Syrup | 350ml","350",144.5
"Bakery","Dutche Strawberry Bar | 500g","500",151.5
"Bakery","Dutche Matcha Baking Bar | 500g","500",159.5
"Bakery","Dutche Choco Bar White | 500g","500",151.5
"Bakery","Dutche Choco Bar Bitsweet | 500g","500",151.5
"Bakery","Dutche White Chocolate Chips | 350g","350",121.5
"Bakery","Tiffany Pandan Mamon | 120g 2pcs","120",53
"Bakery","Auden Lumpia Wrapper Small | 20s 150g","150",39.5
"Bakery","Auden Lumpia Wrapper Big | 20s 210g","210",45.5
"Bakery","Tiffany Ube Loaf | 380g","380",68
"Bakery","Marby Choco Crinkles | 180g","180",95
"Bakery","Gardenia Choco Filled Buns | 80g","80",19.5
"Bakery","Gardenia Chocolate Chips Brioche Bun | 120g","120",41
"Bakery","Gardenia Hotdog Buns | 330g","330",45
"Bakery","Gardenia Hamburger Buns | 330g 6pcs","330",55
"Bakery","Marby Special Mini Mamon | 70g","70",43.5
"Bakery","Marby Spanish Bread | 180g","180",51
"Bakery","Tiffany Choco Marble | 200g","200",63
"Bakery","Tiffany Choco | 180g","180",59
"Bakery","Tiffany Hotdog Roll | 400g","400",52
"Bakery","Tiffany Hamburger Buns | 360g","360",47
"Bakery","Marby Hopia Hapon | 170g","170",51
"Bakery","Tiffany Tipid Loaf | 350g 2pcs","350",94
"Bakery","Marby Cakes Cupcake Cheese | 300g 10pcs","300",99.5
"Bakery","Fairys Cone White Sugar | 12pcs","12",54.5
"Bakery","Tiffany Sandwich Loaf | 620g","620",66
"Bakery","Tiffany Mongo Loaf | 380g","380",68
"Bakery","Tiffany Cheese Monay | 380g","380",70
"Bakery","Marby Buns Reg Pandesal | 400g","400",66
"Bakery","Queen All Purpose Flour | 400g","400",61.5
"Bakery","Fairys Sugar Cone Two Tone | 12pcs","12",51.5
"Bakery","Cream All Purpose Flour | 2kg","2",269.5
"Bakery","Magnolia All Purpose Flour | 2kg","2",229.5
"Bakery","Marby Beef Spring Rolls | 280g 14pcs","280",110
"Bakery","Marby Lumpiang Shanghai | 280g 14pcs","280",98
"Bakery","Twinkee Honey Waffle Sugar Cones | 12pcs","12",49.5
"Bakery","Marby Bread Crumbs | 500g","500",100
"Bakery","Marby Eggpie | 1990g 2pcs","1990",61
"Bakery","Marby Hopia Dice | 650g 6pcs","650",58
"Bakery","Gardenia Neubake Spanish Bread | 150g","150",34
"Bakery","Marby Hopia Hapon B1T1 | 170g","170",78
"Bakery","Marby Piaya Ube | 300g","300",99.75
"Bakery","Marby Piaya Plain | 300g","300",99.75
"Bakery","Marby Hopia Mongo/Pork | 220g","220",62.5
"Bakery","Marby Eggpie Supremo | 800g","800",227
"Bakery","Mr. Hat Gulaman Black | 25g","25",15.5
"Bakery","Mc Cormick Extract Ube | 20mL","20",84.5
"Bakery","Queen Corn Starch | 400g","400",48.95
"Bakery","Goya Chips Dark Choco | 150g","150",69.95
"Bakery","Ferna Eagle Dry Yeast | 500g","500",119.5
"Bakery","Queen Baking Soda | 250g","250",31.5
"Bakery","Arm & Hammer Pure Baking Soda | 454g Tub","454",71.95
"Bakery","Mr. Hat Gulaman Red | 25g","25",15.5
"Bakery","Mc Cormick Banana Extract Imitation | 20mL","20",72.5
"Bakery","Maya Cornstarch | 1kg","1",119.5
"Bakery","Maya All Purpose Flour | 2kg","2",231.5
"Bakery","Kraft Calumet Baking Powder | 50g","50",20
"Bakery","Hershey's Chips Milk Chocolate | 326g","326",309.5
"Bakery","Goya Chips Milk Chocolate | 150g","150",69.95
"Bakery","Goya Cocoa Powder Unsweetened | 454g","454",309.5
"Bakery","Sunshine Sago Big | 500g","500",79.5
"Bakery","Sunshine Sago Small | 500g","500",79.5
"Bakery","J&Y Sago Small | 250g","250",37.5
"Bakery","J & Y Sago White Big | 250g","250",37.5
"Bakery","Ferna Eagle Dry Yeast | 125g","125",48.5
"Bakery","Manila Bambi Springroll Wrapper Big | 300g","300",32.5
"Bakery","Manila Bambi Springroll Wrapper Small | 200g","200",52
"Bakery","SM Bonus Pastry Wrapper Big | 130g 20pcs","130",60
"Bakery","SM Bonus Pastry Wrapper | 130g 20pcs","130",32
"Bakery","SM Bonus Pastry Wrapper Big | 210g 20pcs","210",34
"Bakery","Fuwa Everyday Milk Loaf | 366g","366",59.5
"Bakery","Gardenia White 400G & Dbl Del Ubechs Promo | 400g","400",126.5
"Bakery","Suncrest Topps Sarap Combo | 32.5g 12pcs","32.5",107.5
"Bakery","Coco Cookies& Cream Nougat Crisp | 90g","90",54.5
"Bakery","Chocovron Bigoven Chc&Chs Brownies | 180g","180",86.5
"Bakery","Coco Chocolate Nougat Crisp | 90g","90",54.5
"Bakery","Marby Cheese Buns | 250g 10pcs","250",87.5
"Bakery","SM Bonus Dumpling Wrapper | 250g","250",38.5
"Bakery","Fat & Thin Cuapo | 6pcs","6",55
"Bakery","Hotsa Mantou | 420g 12pcs","420",89
"Bakery","Nathaniels Siopao Bola Bola | 10pcs","10",455
"Bakery","Nathaniels Siopao Asado | 10pcs","10",355
"Bakery","Nathaniels Siomai Pork | 475g 20pcs","475",365
"Bakery","SM Bonus White Bread | 450g","450",44
"Bakery","SM Bonus Molo Wrapper Big | 280g","280",32.5
"Bakery","Marby Econo Loaf Bread | 360g 2pcs","360",96
"Bakery","Table Mark Takoyaki With Sauce | 197g","197",365
"Bakery","PTC Mission Wraps Whole Meal | 270g 6pcs","270",123
"Bakery","PTC Mission Wraps Original | 270g 6pcs","270",114
"Bakery","Tiffany Mongo Loaf With Asado | 380g","380",75
"Bakery","Tiffany Dorayaki| 90g","90",34.5
"Bakery","KG Vegetable Springroll | 400g 20pcs","400",235
"Bakery","Kawan Roti Boom | 480g 8pcs","480",210
"Bakery","Kg Vegetable Bun | 360g 6pcs","360",195
"Bakery","KW Puff Pastry Blocks | 400g","400",160
"Bakery","KG Glut Riceball Black Sesame | 300g","300",160
"Bakery","KG Mantou Pandan | 400g 8pcs","400",160
"Bakery","SM Bonus Marshmallows Mango | 200g","200",51.5
"Bakery","SM Bonus Marshmallows | 40g","40",11
"Bakery","Bambi Mexican Tortillas | 390g 6pcs","390",110
"Bakery","SM Bonus Hotcake Mix | 200g","200",28.5
"Bakery","Gardenia Butter Sugar Cream Roll | 50g","50",19.5
"Bakery","Gardenia Cookies Cream Roll | 50g","50",19.5
"Bakery","SM Bonus Pork & Shrimp Siomai | 420g 12pcs","420",225
"Bakery","Mccormick Cream of Tartar | 50g","50",62.5
"Bakery","Gardenia Chocolate Cream Roll | 50g","50",19.5
"Bakery","Gar Healthy Multigrain Sourdough Loaf | 400g","400",115
